aujourd'hui	ADV	aujourd'hui
explosent	VER:pres	exploser
alors	ADV	alors
ils	PRO:cls	il
ont	AUX:pres	avoir
arrosé	VER:pper	arroser
ils	PRO:cls	il
ont	AUX:pres	avoir
arrosé	VER:pper	arroser
ils	PRO:cls	il
ont	AUX:pres	avoir
mis	VER:pper	mettre
des	DET:ind	un
produits	NOM	produit
ça	PRO:ton	ça
je	PRO:cls	je
ne	ADV	ne
peux	VER:pres	pouvoir
pas	ADV	pas
vous	PRO:clo	vous
dire	VER:infi	dire
car	NOM	car
moi	PRO:ton	moi
j'	PRO:cls	je
étais	VER:impf	être
là-haut	ADV	là-haut
j'	PRO:cls	je
ai	AUX:pres	avoir
préparé	VER:pper	préparer
les	DET:def	le
bassins	NOM	bassin
j'	PRO:cls	je
ai	AUX:pres	avoir
rempli	VER:pper	remplir
le	DET:def	le
petit	ADJ	petit
jet	NOM	jet
d'	PRP	un
eau	NOM	eau
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
avait	VER:impf	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
mis	VER:pper	mettre
les	DET:def	le
tuyaux	NOM	tuyau
en	PRP	en
cas	NOM	cas
des	PRP:det	du
flammèches	NOM	flammèche
qui	PRO:rel	qui
tombent	VER:pres	tomber
car	NOM	car
l'	DET:def	le
année	NOM	année
dernière	ADJ	dernier
hum	FNO	hum
hum	FNO	hum
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
un	DET:ind	un
feu	NOM	feu
très	ADV	très
important	ADJ	important
à	PRP	à
¤T¤	NAM	¤T¤
oui	FNO	oui
voilà	FNO	voilà
et	KON	et
à	PRP	à
¤T¤	NAM	¤T¤
oui	FNO	oui
parce	TRC	parce
que	KON	que
vous	PRO:cls	vous
avez	VER:pres	avoir
l'	DET:def	le
air	NOM	air
de	PRP	de
bien	ADV	bien
savoir	VER:infi	savoir
ce	PRO:dem	ce
qu'	PRO:rel	que
il	PRO:cls	il
faut	VER:pres	falloir
faire	VER:infi	faire
ah	INT	ah
parce	TRC	parce
que	KON	que
maintenant	ADV	maintenant
ça	PRO:cls	ça
fait	VER:pres	faire
quand	KON	quand
même	ADV	même
quatre	NUM	@card@
fois	NOM	fois
que	PRO:rel	que
nous	PRO:clo	nous
avons	AUX:pres	avoir
eu	VER:pper	avoir
le	DET:def	le
feu	NOM	feu
ah	INT	ah
d'	PRP	un
accord	NOM	accord
alors	ADV	alors
maintenant	ADV	maintenant
et	KON	et
puis	KON	puis
alors	ADV	alors
les	DET:def	le
les	DET:def	le
pompiers	NOM	pompier
et	KON	et
même	ADV	même
les	DET:def	le
la	DET:def	le
police	NOM	police
nous	PRO:clo	nous
ont	AUX:pres	avoir
expliqué	VER:pper	expliquer
alors	ADV	alors
si	KON	si
jamais	ADV	jamais
on	PRO:cls	on
a	VER:pres	avoir
la	DET:def	le
fumée	NOM	fumée
qui	PRO:rel	qui
vient	VER:pres	venir
vers	PRP	vers
nous	PRO:ton	nous
la	DET:def	le
première	ADJ	premier
oui	FNO	oui
chose	NOM	chose
qui	PRO:rel	qui
faut	VER:pres	falloir
c'	PRO:cls	ce
est	VER:pres	être
hermétiquement	ADV	hermétiquement
fermer	VER:infi	fermer
toutes	DET:pre	tout
les	DET:def	le
fenêtres	NOM	fenêtre
d'	PRP	un
abord	NOM	abord
premièrement	ADV	premièrement
les	DET:def	le
volets	NOM	volet
oui	FNO	oui
hum	FNO	hum
hum	FNO	hum
les	DET:def	le
fenêtres	NOM	fenêtre
vous	PRO:cls	vous
fermez	VER:pres	fermer
tout	PRO:ind	tout
pour	PRP	pour
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
ait	VER:subp	avoir
le	DET:def	le
moins	ADV	moins
courant	ADJ	courant
d'	PRP	un
air	NOM	air
maintenant	ADV	maintenant
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
une	DET:ind	un
bête	ADJ	bête
une	DET:ind	un
chatte	NOM	chatte
je	PRO:cls	je
la	PRO:clo	le
prends	VER:pres	prendre
je	PRO:cls	je
la	PRO:clo	le
rentre	VER:pres	rentrer
dedans	ADV	dedans
je	PRO:cls	je
mets	VER:pres	mettre
ce	PRO:dem	ce
le	DET:def	le
nécessaire	ADJ	nécessaire
pour	PRP	pour
qu'	KON	que
elle	PRO:cls	elle
reste	VER:pres	rester
les	DET:def	le
voitures	NOM	voiture
sont	VER:pres	être
prêtes	ADJ	prêt
pour	PRP	pour
partir	VER:infi	partir
oui	FNO	oui
si	KON	si
jamais	ADV	jamais
il	PRO:cls	il
faut	VER:pres	falloir
partir	VER:infi	partir
alors	ADV	alors
vous	PRO:cls	vous
sauvez	VER:pres	sauver
le	DET:def	le
peu	NOM	peu
que	KON	que
vous	PRO:cls	vous
pouvez	VER:pres	pouvoir
hein	INT	hein
le	DET:def	le
linge	NOM	linge
euh	INT	euh
là	ADV	là
vous	PRO:cls	vous
regardez	VER:pres	regarder
pas	ADV	pas
hein	INT	hein
vous	PRO:cls	vous
sa-	TRC	<unknown>
vous	PRO:cls	vous
sauvez	VER:pres	sauver
votre	DET:pos	votre
peau	NOM	peau
c'	PRO:cls	ce
est	VER:pres	être
le	DET:def	le
cas	NOM	cas
de	PRP	de
le	PRO:clo	le
dire	VER:infi	dire
hein	INT	hein
et	KON	et
euh	INT	euh
quoiqu'il	NOM	<unknown>
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
toujours	ADV	toujours
un	DET:ind	un
qui	PRO:rel	qui
reste	VER:pres	rester
dans	PRP	dans
la	DET:def	le
villa	NOM	villa
pour	PRP	pour
voir	VER:infi	voir
à	PRP	à
peu	NOM	peu
près	ADV	près
oui	FNO	oui
oui	FNO	oui
j'	PRO:cls	je
avais	VER:impf	avoir
une	DET:ind	un
personnée	ADJ	personnée
âgée	ADJ	âgé
de	PRP	de
quatre-vingt-sept	NUM	<unknown>
ans	NOM	an
il	PRO:cls	il
fallait	VER:impf	falloir
que	KON	que
je	PRO:cls	je
pare	VER:pres	parer
alors	ADV	alors
immédiatement	ADV	immédiatement
étant	VER:ppre	être
donné	VER:pper	donner
que	KON	que
la	DET:def	le
ville	NOM	ville
le	DET:def	le
village	NOM	village
nous	PRO:ton	nous
qu'	KON	que
on	PRO:cls	on
nous	PRO:clo	nous
connaît	VER:pres	connaître
passablement	ADV	passablement
immédiatement	ADV	immédiatement
on	PRO:cls	on
a	AUX:pres	avoir
reçu	VER:pper	recevoir
des	DET:ind	un
coups	NOM	coup
de	PRP	de
fil	NOM	fil
de	PRP	de
partout	ADV	partout
et	KON	et
pour	PRP	pour
ma	DET:pos	mon
belle-mère	NOM	<unknown>
de	PRP	de
lui	PRO:clo	lui
donner	VER:infi	donner
vite	ADV	vite
un	DET:ind	un
médicament	NOM	médicament
comme	KON	comme
elle	PRO:cls	elle
a	AUX:pres	avoir
eu	VER:pper	avoir
une	DET:ind	un
une	DET:ind	un
attaque	NOM	attaque
comme	KON	comme
on	PRO:cls	on
dit	VER:pres	dire
eh	INT	eh
bien	ADV	bien
pour	PRP	pour
pas	ADV	pas
qu'	KON	que
elle	PRO:ton	elle
elle	PRO:cls	elle
ait	VER:subp	avoir
des	DET:ind	un
ennuis	NOM	ennui
alors	ADV	alors
euh	INT	euh
oui	FNO	oui
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
sûr	ADJ	sûr
j'	PRO:cls	je
ai	AUX:pres	avoir
essayé	VER:pper	essayer
de	PRP	de
la	PRO:clo	le
calmer	VER:infi	calmer
de	PRP	de
l'	PRO:clo	le
asseoir	VER:infi	asseoir
quoiqu'elle	NOM	<unknown>
téléphonait	VER:impf	téléphoner
aussi	ADV	aussi
et	KON	et
d'	PRP	un
arrêter	VER:infi	arrêter
pour	PRP	pour
ne	ADV	ne
pas	ADV	pas
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
ait	VER:subp	avoir
de	PRP	de
confusion	NOM	confusion
ou	KON	ou
que	KON	que
le	DET:def	le
téléphone	NOM	téléphone
marque	NOM	marque
occupé	VER:pper	occuper
que	KON	que
la	DET:def	le
ligne	NOM	ligne
soit	KON	soit
prise	NOM	prise
et	KON	et
que	KON	que
ça	PRO:cls	ça
soit	VER:subp	être
que	KON	que
la	DET:def	le
ligne	NOM	ligne
soit	KON	soit
prise	NOM	prise
d'	PRP	un
accord	NOM	accord
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
qu'	PRO:rel	que
est	VER:pres	être
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
j'	PRO:cls	je
ai	VER:pres	avoir
tou-	TRC	tou-
f-	TRC	f-
bon	INT	bon
euh	INT	euh
on	PRO:cls	on
est	VER:pres	être
on	PRO:cls	on
a-	TRC	a-
j'	PRO:cls	je
en	PRO:clo	en
ai	AUX:pres	avoir
fermé	VER:pper	fermer
qu'	KON	que
une	DET:ind	un
partie	NOM	partie
j'	PRO:cls	je
ai	AUX:pres	avoir
attendu	VER:pper	attendre
et	KON	et
une	DET:ind	un
fois	NOM	fois
si	KON	si
jamais	ADV	jamais
ça	PRO:cls	ça
avait	AUX:impf	avoir
été	AUX:pper	être
plus	ADV	plus
important	ADJ	important
à	PRP	à
ce	DET:dem	ce
moment	NOM	moment
là	ADV	là
on	PRO:cls	on
envoie	VER:pres	envoyer
de	PRP	de
l'	DET:def	le
eau	NOM	eau
sur	PRP	sur
les	DET:def	le
volets	NOM	volet
alors	ADV	alors
ça	PRO:ton	ça
oui	FNO	oui
fait	VER:pres	faire
déjà	ADV	déjà
pas	ADV	pas
mal	ADV	mal
vous	PRO:cls	vous
comprenez	VER:pres	comprendre
sur	PRP	sur
les	DET:def	le
toits	NOM	toit
sur	PRP	sur
les	DET:def	le
volets	NOM	volet
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
tout	PRO:ind	tout
était	VER:impf	être
prêt	ADJ	prêt
pour	PRP	pour
ça	PRO:ton	ça
et	KON	et
je	PRO:cls	je
me	PRO:clo	me
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
permise	VER:pper	permettre
comme	KON	comme
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
beaucoup	ADV	beaucoup
de	PRP	de
Kabyles	NOM	kabyle
les	DET:def	le
femmes	NOM	femme
les	DET:def	le
enfants	NOM	enfant
qui	PRO:rel	qui
avaient	VER:impf	avoir
peur	NOM	peur
de	PRP	de
dire	VER:infi	dire
les	DET:def	le
enfants	NOM	enfant
dans	PRP	dans
la	DET:def	le
à	PRP	à
l'	DET:def	le
intérieur	NOM	intérieur
gardez	VER:impe	garder
les	DET:def	le
enfants	NOM	enfant
qu'	KON	que
ils	PRO:cls	il
ne	ADV	ne
courent	VER:pres	courir
pas	ADV	pas
qu'	KON	que
ils	PRO:cls	il
n'	ADV	ne
empêchent	VER:pres	empêcher
pas	ADV	pas
les	DET:def	le
pompiers	NOM	pompier
de	PRP	de
monter	VER:infi	monter
car	NOM	car
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
la	DET:def	le
place	NOM	place
de	PRP	de
ce	DET:dem	ce
côté	NOM	côté
d'	PRP	un
un	DET:ind	un
côté	NOM	côté
c'	PRO:cls	ce
est	AUX:pres	être
bouché	VER:pper	boucher
mais	KON	mais
d'	PRP	un
un	DET:ind	un
autre	ADJ	autre
côté	NOM	côté
le	DET:def	le
chemin	NOM	chemin
il	PRO:cls	il
faut	VER:pres	falloir
le	DET:def	le
ce	PRO:dem	ce
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
route	NOM	route
qui	PRO:rel	qui
a	VER:pres	avoir
que	KON	que
huit	NUM	@card@
mètres	NOM	mètre
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
pas	ADV	pas
mal	ADV	mal
les	DET:def	le
toutes	DET:pre	tout
les	DET:def	le
voitures	NOM	voiture
passaient	VER:impf	passer
d'	PRP	un
accord	NOM	accord
parce	TRC	parce
que	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
la	DET:def	le
gendarmerie	NOM	gendarmerie
qui	PRO:rel	qui
est	AUX:pres	être
venue	VER:pper	venir
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
monsieur	NOM	monsieur
le	DET:def	le
Maire	NOM	maire
qui	PRO:rel	qui
est	AUX:pres	être
venu	VER:pper	venir
et	KON	et
je	PRO:cls	je
crois	VER:pres	croire
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
des	DET:ind	un
officiers	NOM	officier
importants	ADJ	important
qui	PRO:rel	qui
sont	AUX:pres	être
passés	VER:pper	passer
en	PRP	en
hélicoptère	NOM	hélicoptère
nous	PRO:clo	nous
avons	AUX:pres	avoir
eu	VER:pper	avoir
ah	INT	ah
d'	PRP	un
accord	NOM	accord
passablement	ADV	passablement
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
surtout	ADV	surtout
la	DET:def	le
route	NOM	route
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
voir	VER:infi	voir
hein	INT	hein
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
alors	ADV	alors
euh	INT	euh
faut	VER:pres	falloir
dégager	VER:infi	dégager
les	DET:def	le
comme	KON	comme
les	DET:def	le
enfants	NOM	enfant
sont	VER:pres	être
assez	ADV	assez
pénibles	ADJ	pénible
de	PRP	de
nos	DET:pos	notre
jours	NOM	jour
ils	PRO:cls	il
font	VER:pres	faire
les	DET:def	le
quatre	NUM	@card@
cents	NUM	@card@
coups	NOM	coup
je	PRO:cls	je
leur	PRO:clo	lui
ai	AUX:pres	avoir
dit	VER:pper	dire
attention	INT	attention
attention	INT	attention
gardez	VER:impe	garder
les	DET:def	le
enfants	NOM	enfant
faites	VER:pper	faire
attention	INT	attention
et	KON	et
si	KON	si
quoique	KON	quoique
ce	PRO:dem	ce
soit	VER:subp	être
vous	PRO:clo	vous
attendez	VER:impe	attendre
la	DET:def	le
police	NOM	police
vient	VER:pres	venir
vous	PRO:clo	vous
dégager	VER:infi	dégager
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
car	NOM	car
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quelques	DET:ind	quelque
années	NOM	année
alors	ADV	alors
là	ADV	là
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
assisté	VER:pper	assister
j'	PRO:cls	je
avais	VER:impf	avoir
ma	DET:pos	mon
belle-mère	NOM	<unknown>
j'	PRO:cls	je
avais	VER:impf	avoir
mon	DET:pos	mon
beau-père	NOM	<unknown>
qui	PRO:rel	qui
était	VER:impf	être
malade	ADJ	malade
très	ADV	très
âgé	ADJ	âgé
et	KON	et
le	DET:def	le
hasard	NOM	hasard
que	KON	que
mon	DET:pos	mon
fils	NOM	fil|fils
avait	VER:impf	avoir
les	DET:def	le
oreillons	NOM	oreillon
alors	ADV	alors
inutile	ADJ	inutile
de	PRP	de
j'	PRO:cls	je
ai	VER:pres	avoir
oui	FNO	oui
c-	TRC	c-
collé	VER:pper	coller
tout	DET:pre	tout
ce	DET:dem	ce
monde	NOM	monde
là-dedans	ADV	là-dedans
nous	PRO:cls	nous
avons	VER:pres	avoir
comme	KON	comme
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
le	DET:def	le
gaz	NOM	gaz
nous	PRO:clo	nous
avons	VER:pres	avoir
les	DET:def	le
appareils	NOM	appareil
à	PRP	à
gaz	NOM	gaz
alors	ADV	alors
nous	PRO:cls	nous
étions	AUX:impf	être
allés	VER:pper	aller
en	PRP	en
vitesse	NOM	vitesse
les	PRO:clo	le
enterrer	VER:infi	enterrer
au	PRP:det	au
fond	NOM	fond
du	PRP:det	du
jardin	NOM	jardin
hou	NOM	<unknown>
là	ADV	là
oui	FNO	oui
en	PRP	en
effet	NOM	effet
ah	INT	ah
ben	INT	ben
là	ADV	là
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
pas	ADV	pas
d'	DET:ind	un
autre	ADJ	autre
solution	NOM	solution
les	DET:def	le
petits	ADJ	petit
machins	NOM	machin
il	PRO:cls	il
faut	VER:pres	falloir
tout	PRO:ind	tout
pa-	TRC	pa-
pa-	TRC	pa-
prévoir	VER:infi	prévoir
à	PRP	à
ce	DET:dem	ce
moment	NOM	moment
quitte	ADV	quitte
à	PRP	à
couper	VER:infi	couper
l'	DET:def	le
électricité	NOM	électricité
de	PRP	de
partout	ADV	partout
euh	INT	euh
prendre	VER:infi	prendre
les	DET:def	le
petits	NOM	petit
comment	PRO:int	comment
-je	PRO:cls	je
pourrais	VER:cond	pouvoir
dire	VER:infi	dire
les	DET:def	le
petits	ADJ	petit
bidons	NOM	bidon
là	ADV	là
euh	INT	euh
à	PRP	à
gaz	NOM	gaz
oui	FNO	oui
les	DET:def	le
petites	ADJ	petit
bouteilles	NOM	bouteille
là	ADV	là
de	PRP	de
butane	NOM	butane
hum	FNO	hum
hum	FNO	hum
les	DET:def	le
petites	ADJ	petit
bouteilles	NOM	bouteille
à	PRP	à
gaz	NOM	gaz
on	PRO:cls	on
les	PRO:clo	le
avait	AUX:impf	avoir
vite	ADV	vite
enterrées	VER:pper	enterrer
alors	ADV	alors
on	PRO:cls	on
s'	PRO:clo	se
était	AUX:impf	être
dépêché	VER:pper	dépêcher
oui	FNO	oui
à	PRP	à
tout	PRO:ind	tout
enterrer	VER:infi	enterrer
et	KON	et
puis	KON	puis
alors	ADV	alors
après	ADV	après
on	PRO:cls	on
attendait	VER:impf	attendre
j'	PRO:cls	je
ai	AUX:pres	avoir
dit	VER:pper	dire
maintenant	ADV	maintenant
car	NOM	car
on	PRO:cls	on
avait	AUX:impf	avoir
réquisitionné	VER:pper	réquisitionner
tous	DET:pre	tout
les	DET:def	le
hôtels	NOM	hôtel
et	KON	et
oui	FNO	oui
et	KON	et
tout	DET:pre	tout
le	DET:def	le
village	NOM	village
devait	VER:impf	devoir
partir	VER:infi	partir
alors	ADV	alors
maintenant	ADV	maintenant
je	PRO:cls	je
veux	VER:pres	vouloir
dire	VER:infi	dire
ça	PRO:cls	ça
fait	VER:pres	faire
la	DET:def	le
quatrième	ADJ	quatrième
fois	NOM	fois
alors	ADV	alors
on	PRO:cls	on
pare	VER:pres	parer
le	DET:def	le
coup	NOM	coup
oui	FNO	oui
vous	PRO:cls	vous
êtes	AUX:pres	être
habitués	VER:pper	habituer
alors	ADV	alors
maintenant	ADV	maintenant
ce	PRO:dem	ce
que	PRO:rel	que
j'	PRO:cls	je
ai	AUX:pres	avoir
fait	VER:pper	faire
à	PRP	à
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
eh	INT	eh
bien	ADV	bien
nous	PRO:clo	nous
sommes	AUX:pres	être
partis	VER:pper	partir
alors	ADV	alors
mon	DET:pos	mon
mari	NOM	mari
est	VER:pres	être
revenu	VER:pper	revenir
parce	TRC	parce
qu'	KON	que
il	PRO:cls	il
était	VER:impf	être
sur	PRP	sur
les	DET:def	le
lieux	NOM	lieu
il	PRO:cls	il
devait	VER:impf	devoir
partir	VER:infi	partir
mais	KON	mais
il	PRO:cls	il
est	AUX:pres	être
pas	ADV	pas
parti	VER:pper	partir
et	KON	et
nous	PRO:cls	nous
avons	AUX:pres	avoir
pris	VER:pper	prendre
la	DET:def	le
camionnette	NOM	camionnette
oui	FNO	oui
alors	ADV	alors
nous	PRO:cls	nous
nous	PRO:clo	nous
sommes	AUX:pres	être
vraiment	ADV	vraiment
habillés	VER:pper	habiller
euh	INT	euh
de	PRP	de
le	DET:def	le
plus	ADV	plus
euh	INT	euh
lestement	ADV	lestement
possible	ADJ	possible
/quittequi	MLT	<unknown>
te/	MLT	<unknown>
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
enjamber	VER:infi	enjamber
oui	FNO	oui
en	PRP	en
tenue	NOM	tenue
de	PRP	de
circonstance	NOM	circonstance
et	KON	et
faire	VER:infi	faire
attention	INT	attention
pour	PRP	pour
les	DET:def	le
cheveux	NOM	cheveu
surtout	ADV	surtout
mettre	VER:infi	mettre
un	DET:ind	un
foulard	NOM	foulard
pour	PRP	pour
ne	ADV	ne
pas	ADV	pas
que	KON	que
les	DET:def	le
cheveux	NOM	cheveu
brûlent	VER:pres	brûler
et	KON	et
puis	KON	puis
des	DET:ind	un
lunettes	NOM	lunettes
oui	FNO	oui
et	KON	et
les	DET:def	le
/papilles	NOM	<unknown>
.	NAM	<unknown>
pour	PRP	pour
les	DET:def	le
yeux	NOM	oeil
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
dangereux	ADJ	dangereux
surtout	ADV	surtout
moi	PRO:ton	moi
qu'	KON	que
on	PRO:cls	on
m'	PRO:clo	me
a	AUX:pres	avoir
opérée	VER:pper	opérer
je	PRO:cls	je
suis	AUX:pres	être
obligée	VER:pper	obliger
de	PRP	de
faire	VER:infi	faire
deux	NUM	@card@
fois	NOM	fois
plus	ADV	plus
attention	INT	attention
et	KON	et
nous	PRO:cls	nous
sommes	AUX:pres	être
allés	VER:pper	aller
non	FNO	non
pas	ADV	pas
sur	PRP	sur
les	DET:def	le
lieux	NOM	lieu
mais	KON	mais
près	ADV	près
quand	KON	quand
même	ADV	même
près	ADV	près
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
qui	PRO:rel	qui
surplombe	VER:pres	surplomber
/oupour/	MLT	<unknown>
voir	VER:infi	voir
ce	PRO:dem	ce
qui	PRO:rel	qui
arrivait	VER:impf	arriver
je	PRO:cls	je
priais	VER:impf	prier
Dieu	NAM	Dieu
je	PRO:cls	je
remerciais	VER:impf	remercier
Dieu	NAM	Dieu
que	KON	que
vraiment	ADV	vraiment
les	DET:def	le
oliviers	NOM	olivier
ont	AUX:pres	avoir
été	AUX:pper	être
épargnés	VER:pper	épargner
maintenant	ADV	maintenant
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
ça	PRO:cls	ça
chose	VER:pres	choser
grand	ADJ	grand
point	NOM	point
d'	PRP	un
interrogation	NOM	interrogation
hé	INT	hé
oui	FNO	oui
mais	KON	mais
grand	ADJ	grand
pas	ADV	pas
grand	ADJ	grand
point	NOM	point
d'	PRP	un
interrogation	NOM	interrogation
il	PRO:cls	il
paraît	VER:pres	paraître
que	KON	que
la	DET:def	le
grosse	ADJ	gros
chaleur	NOM	chaleur
peut	VER:pres	pouvoir
abîmer	VER:infi	abîmer
toutes	DET:pre	tout
les	DET:def	le
fleurs	NOM	fleur
et	KON	et
ils	PRO:cls	il
étaient	VER:impf	être
non	FNO	non
pas	ADV	pas
presque	ADV	presque
à	PRP	à
la	DET:def	le
floraison	NOM	floraison
ceux-là	PRO:dem	celui-là
alors	ADV	alors
j'	PRO:cls	je
ignore	VER:pres	ignorer
il	PRO:cls	il
faut	VER:pres	falloir
attendre	VER:infi	attendre
pour	PRP	pour
savoir	VER:infi	savoir
demain	ADV	demain
nous	PRO:clo	nous
irons	VER:futu	aller
voir	VER:infi	voir
à	PRP	à
à	PRP	à
peu	NOM	peu
près	ADV	près
où	PRO:int	où
hum	FNO	hum
hum	FNO	hum
on	PRO:cls	on
en	PRO:clo	en
est	VER:pres	être
car	NOM	car
mon	DET:pos	mon
fils	NOM	fil|fils
a	VER:pres	avoir
également	ADV	également
un	DET:ind	un
terrain	NOM	terrain
et	KON	et
un	DET:ind	un
terrain	NOM	terrain
ah	INT	ah
d'	PRP	un
acc-	NOM	<unknown>
qu'	KON	que
il	PRO:cls	il
avait	AUX:impf	avoir
fait	VER:pper	faire
cadeau	NOM	cadeau
à	PRP	à
ses	DET:pos	son
trois	NUM	@card@
filles	NOM	fille
oui	FNO	oui
mais	KON	mais
j'	PRO:cls	je
ai	VER:pres	avoir
bien	ADV	bien
peur	NOM	peur
que	KON	que
tout	PRO:ind	tout
a	AUX:pres	avoir
flambé	VER:pper	flamber
et	KON	et
je	PRO:cls	je
serais	AUX:cond	être
navré	VER:pper	navrer
mais	KON	mais
enfin	ADV	enfin
demain	ADV	demain
on	PRO:cls	on
va	VER:pres	aller
voir	VER:infi	voir
ça	PRO:ton	ça
oui	FNO	oui
bien	ADV	bien
sûr	ADJ	sûr
hum	FNO	hum
hum	FNO	hum
maintenant	ADV	maintenant
que	KON	que
vous	PRO:clo	vous
dire	VER:infi	dire
de	PRP	de
plus	ADV	plus
le	DET:def	le
feu	NOM	feu
naturellement	ADV	naturellement
euh	INT	euh
ça	PRO:cls	ça
a	AUX:pres	avoir
duré	VER:pper	durer
combien	PRO:int	combien
de	PRP	de
temps	NOM	temps
là	ADV	là
oh	INT	oh
euh	INT	euh
écoutez	VER:impe	écouter
l'	DET:def	le
incendie	NOM	incendie
comment	PRO:int	comment
ça	PRO:cls	ça
s'	PRO:clo	se
est	AUX:pres	être
produit	VER:pper	produire
l'	DET:def	le
incendie	NOM	incendie
s'	PRO:clo	se
est	AUX:pres	être
produit	VER:pper	produire
je	PRO:cls	je
vous	PRO:clo	vous
dis	VER:pres	dire
je	PRO:cls	je
crois	VER:pres	croire
qu'	KON	que
à	PRP	à
un	DET:ind	un
moment	NOM	moment
il	PRO:cls	il
est	AUX:pres	être
parti	VER:pper	partir
du	PRP:det	du
canal	NOM	canal
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
une	DET:ind	un
ah	INT	ah
attendez	VER:impe	attendre
il	PRO:cls	il
a	AUX:pres	avoir
été	AUX:pper	être
presque	ADV	presque
éteint	VER:pper	éteindre
et	KON	et
puis	KON	puis
il	PRO:cls	il
est	AUX:pres	être
reparti	VER:pper	repartir
à	PRP	à
un	DET:ind	un
moment	NOM	moment
donné	VER:pper	donner
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
d'	PRP	un
ailleurs	ADV	ailleurs
il	PRO:cls	il
est	AUX:pres	être
parti	VER:pper	partir
le	DET:def	le
canal	NOM	canal
de	PRP	de
¤T¤	NAM	¤T¤
je	PRO:cls	je
vous	PRO:clo	vous
dis	VER:pres	dire
ça	PRO:cls	ça
devait	VER:impf	devoir
être	VER:infi	être
midi	NOM	midi
et	KON	et
demie	NOM	demi
une	DET:ind	un
heure	NOM	heure
moins	ADV	moins
le	DET:def	le
quart	NOM	quart
par	PRP	par
là	ADV	là
euh	INT	euh
peut-être	ADV	peut-être
une	DET:ind	un
heure	NOM	heure
et	KON	et
demie	NOM	demi
après	ADV	après
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
un	DET:ind	un
accalmie	NOM	accalmie
parce	TRC	parce
qu'	KON	que
en	PRP	en
effet	NOM	effet
oh	INT	oh
je	PRO:cls	je
suis	AUX:pres	être
sortie	VER:pper	sortir
les	DET:def	le
nuages	NOM	nuage
n'	ADV	ne
étaient	VER:impf	être
plus	ADV	plus
gris	ADJ	gris
oui	FNO	oui
foncé	ADJ	foncé
ils	PRO:cls	il
étaient	VER:impf	être
blancs	ADJ	blanc
donc	ADV	donc
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
oui	FNO	oui
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
le	DET:def	le
haut	NOM	haut
ça	PRO:cls	ça
s'	PRO:clo	se
atténue	VER:pres	atténuer
et	KON	et
les	DET:def	le
canadairs	NOM	<unknown>
sont	AUX:pres	être
partis	VER:pper	partir
il	PRO:cls	il
